0,0.0,0.075,0.989766,0.989766,0.0
1,0.010526315789473684,0.075,0.9915169999999996,0.954712,0.03508500000000001
2,0.021052631578947368,0.075,0.9923880000000002,0.918069,0.07128999999999999
3,0.03157894736842105,0.075,0.9931570000000002,0.8791699999999998,0.109494
4,0.042105263157894736,0.075,0.993425,0.8387069999999999,0.14866600000000002
5,0.05263157894736842,0.075,0.9938229999999996,0.797229,0.188699
6,0.06315789473684211,0.075,0.993983,0.7545289999999999,0.22887000000000005
7,0.07368421052631577,0.075,0.9943079999999996,0.7151589999999999,0.2655429999999999
8,0.08421052631578947,0.075,0.994552,0.6796960000000002,0.2978000000000001
9,0.09473684210526316,0.075,0.9949410000000002,0.6514550000000001,0.3225370000000001
10,0.10526315789473684,0.075,0.995364,0.6272549999999997,0.34274499999999997
11,0.11578947368421053,0.075,0.995748,0.6107299999999998,0.355444
12,0.1263157894736842,0.075,0.9964380000000002,0.6013130000000002,0.36320499999999983
13,0.1368421052631579,0.075,0.9968310000000006,0.5952439999999999,0.366953
14,0.14736842105263154,0.075,0.9973639999999996,0.5937329999999998,0.367262
15,0.15789473684210525,0.075,0.997788,0.5940310000000001,0.3662420000000002
16,0.16842105263157894,0.075,0.9981240000000005,0.596118,0.3639510000000001
17,0.17894736842105266,0.075,0.99846,0.6011970000000001,0.3585790000000001
18,0.18947368421052632,0.075,0.9986870000000004,0.6068819999999999,0.353511
19,0.2,0.075,0.9989250000000008,0.6139929999999999,0.3468459999999999
0,0.0,0.075,0.989136,0.989136,0.0
1,0.010526315789473684,0.075,0.9911609999999998,0.954408,0.034890000000000004
2,0.021052631578947368,0.075,0.9919999999999995,0.916841,0.071836
3,0.03157894736842105,0.075,0.9928809999999999,0.8790109999999999,0.10901800000000003
4,0.042105263157894736,0.075,0.9932579999999998,0.8371040000000001,0.149808
5,0.05263157894736842,0.075,0.9934850000000004,0.7936730000000003,0.191369
6,0.06315789473684211,0.075,0.9938140000000004,0.7552589999999999,0.22778399999999996
7,0.07368421052631577,0.075,0.9942059999999998,0.715697,0.264235
8,0.08421052631578947,0.075,0.9944959999999999,0.68147,0.29545999999999994
9,0.09473684210526316,0.075,0.9945639999999999,0.6496520000000001,0.3224520000000001
10,0.10526315789473684,0.075,0.9952450000000004,0.6296229999999999,0.33993100000000004
11,0.11578947368421053,0.075,0.9957719999999998,0.6118190000000002,0.354845
12,0.1263157894736842,0.075,0.9963310000000004,0.6019639999999999,0.36146500000000004
13,0.1368421052631579,0.075,0.996826,0.5977780000000001,0.3636139999999999
14,0.14736842105263154,0.075,0.9972789999999996,0.5949169999999999,0.364944
15,0.15789473684210525,0.075,0.9977410000000002,0.5943450000000001,0.365221
16,0.16842105263157894,0.075,0.998077,0.5940240000000004,0.364527
17,0.17894736842105266,0.075,0.9984570000000004,0.600773,0.3581439999999999
18,0.18947368421052632,0.075,0.9987110000000002,0.6023400000000001,0.3566530000000001
19,0.2,0.075,0.9989300000000008,0.6134539999999998,0.3464070000000002
